0.	0.
0.1	0.001002885266304791
0.2	0.011121698069367029
0.3	0.04086421693118155
0.4	0.09455194058293805
0.5	0.16892023706287468
0.6	0.25568936603115344
0.7	0.34510494659424057
0.8	0.42875621474374376
0.9	0.501130037414375
1.	0.5600011851559525
1.1	0.6060025507589178
1.2	0.6417397303490074
1.3	0.6707466433593682
1.4	0.696504177944484
1.5	0.7216862388122316
1.6	0.747740631886068
1.7	0.774841577620927
1.8	0.8021769425350679
1.9	0.8284739638763085
2.	0.8526239185992087
2.1	0.8742301515675798
2.2	0.8938851416031851
2.3	0.9130382327500853
2.4	0.9334920330697446
2.5	0.9567541545336911
2.6	0.983507580306132
2.7	1.0133737297059053
2.8	1.0450313252976748
2.9	1.0766313564709653
3.	1.1063413473889658
3.1	1.1328288343610702
3.2	1.1555472131308713
3.3	1.1747612127807063
3.4	1.1913666373546736
3.5	1.2066247486050536
3.6	1.2218667442894684
3.7	1.2382163654328837
3.8	1.2563948573967028
3.9	1.2766512779344634
4.	1.2988246842894269
4.1	1.3225085116403552
4.2	1.3472615041695482
4.3	1.3728004603138695
4.4	1.3991171106336522
4.5	1.4264788221245759
4.6	1.4552986298728094
4.7	1.485902937122911
4.8	1.518286007759302
4.9	1.5519772628360171
5.	1.5861013742033974
5.1	1.6196005147960928
5.2	1.6515084246572387
5.3	1.6811696565592629
5.4	1.7083500902137758
5.5	1.7332333959124375
5.6	1.756325437004021
5.7	1.7783029348998791
5.8	1.7998495725747792
5.9	1.8215218182263888
6.	1.8436771759944748
6.1	1.8664791235139337
6.2	1.889967672680354
6.3	1.9141578688018204
6.4	1.9391116558872652
6.5	1.9649377496240137
6.6	1.9917177312221759
6.7	2.019408650115316
6.8	2.0477862209545665
6.9	2.0764617064999458
7.	2.10496491630878
7.1	2.1328596316978166
7.2	2.159849372303866
7.3	2.185838312127771
7.4	2.210930522096352
7.5	2.235374047569968
7.6	2.2594756651434724
7.7	2.2835187803584067
7.8	2.3077079083513747
7.9	2.332146050516843
8.	2.3568383923630707
8.1	2.3817133061239746
8.2	2.4066564837069393
8.3	2.431557948966068
8.4	2.4563680826578076
8.5	2.4811474326933363
8.6	2.506083395884855
8.7	2.5314482253463706
8.8	2.557498111878229
8.9	2.584351750285861
9.	2.6119059389985653
9.1	2.639829220634005
9.2	2.667639365092315
9.3	2.694836663727105
9.4	2.721044282139977
9.5	2.7461075982118515
9.6	2.7701247001085583
9.7	2.7934075961356846
9.8	2.8163947670359883
9.9	2.8395435769980186
10.	2.8632278402177205
10.1	2.887659203713872
10.2	2.9128463926719124
10.3	2.9386024101809567
10.4	2.964601997774218
10.5	2.9904790686751332
10.6	3.015940561234866
10.7	3.0408643300578175
10.8	3.0653472685505303
10.9	3.0896792965006092
11.	3.114243385830924
11.1	3.1393750653208903
11.2	3.165235467911802
11.3	3.1917464334732615
11.4	3.218611067546685
11.5	3.2454098697755076
11.6	3.2717332580334006
11.7	3.2973003022543494
11.8	3.322026151000661
11.9	3.3460274923459083
12.	3.3695791233828216
12.1	3.3930431656329403
12.2	3.4167880717126025
12.3	3.4411088719693548
12.4	3.466159791682094
12.5	3.4919132282350125
12.6	3.5181596660807077
12.7	3.544557101302834
12.8	3.570724521240955
12.9	3.5963557904631123
13.	3.6213166963942114
13.1	3.6456876624012104
13.2	3.66973216652837
13.3	3.6938020228473714
13.4	3.7182180662980073
13.5	3.7431707039208377
13.6	3.7686708583193465
13.7	3.7945603652314923
13.8	3.8205703475570965
13.9	3.8464029538819062
14.	3.8718101472807858
14.1	3.896651213680556
14.2	3.9209213711066626
14.3	3.944751027261046
14.4	3.968377096719422
14.5	3.992087594400209
14.6	4.016146556199934
14.7	4.040718366269275
14.8	4.065813980560077
14.9	4.091279227393849
15.	4.1168340391430736
15.1	4.142154277526393
15.2	4.166968617600198
15.3	4.191133957105098
15.4	4.21466561085342
